Date,Open,High,Low,Close,Adj Close,Volume
2006-11-21,112.76249694824219,155.9499969482422,112.76249694824219,148.1374969482422,142.32334899902344,11598928
2006-11-22,153.75,153.75,137.5,146.6374969482422,140.8822479248047,20159428
2006-11-23,148.5,157.0,148.02499389648438,153.52499389648438,147.4993896484375,18610136
2006-11-24,155.0,155.0625,143.8125,145.9250030517578,140.1976776123047,8397472
2006-11-27,146.1999969482422,153.4375,141.25,150.58749389648438,144.67715454101562,11426728
2006-11-28,147.5,150.5,145.0,149.14999389648438,143.2960968017578,5777812
2006-11-29,151.25,158.25,151.0749969482422,154.78750610351562,148.7123565673828,13767608
2006-11-30,155.5,160.875,153.0,157.7375030517578,151.5465545654297,9492596
2006-12-01,158.25,161.75,157.25,158.5500030517578,152.3272247314453,4314216
2006-12-04,157.5,159.5,149.5,150.66250610351562,144.74923706054688,2501604
2006-12-05,151.25,153.97500610351562,148.0749969482422,149.5625,143.69241333007812,3782736
2006-12-06,150.6125030517578,153.71249389648438,146.5625,147.9499969482422,142.1432342529297,3137324
2006-12-07,148.75,151.7375030517578,146.5124969482422,149.97500610351562,144.08872985839844,3308756
2006-12-08,151.10000610351562,151.1875,144.53750610351562,145.7624969482422,140.0415496826172,1753604
2006-12-11,146.6374969482422,146.6374969482422,132.83749389648438,140.21249389648438,134.70938110351562,2114796
2006-12-12,140.0124969482422,141.96249389648438,126.26249694824219,133.85000610351562,128.59661865234375,2344832
2006-12-13,136.0,137.47500610351562,127.0,132.89999389648438,127.68390655517578,1640976
2006-12-14,135.3249969482422,137.35000610351562,133.75,135.6875,130.3619842529297,880844
2006-12-15,137.25,145.75,136.625,144.4250030517578,138.75653076171875,2671300
2006-12-18,146.0,146.0,136.75,141.3874969482422,135.83827209472656,2607272
2006-12-19,140.0,141.9375,137.5625,140.4375,134.92555236816406,1109156
2006-12-20,141.6875,147.97500610351562,139.2624969482422,144.4250030517578,138.75653076171875,2084116
2006-12-21,143.25,151.125,140.3874969482422,147.1875,141.41062927246094,2867272
2006-12-22,147.0,154.5,147.0,148.91250610351562,143.06793212890625,2556320
2006-12-26,149.9375,153.1875,147.6750030517578,148.35000610351562,142.52749633789062,1065528
2006-12-27,149.75,151.25,146.2624969482422,147.10000610351562,141.3266143798828,700296
2006-12-28,148.5749969482422,148.60000610351562,141.625,143.0124969482422,137.39947509765625,771920
2006-12-29,145.8249969482422,146.6750030517578,143.6999969482422,145.08749389648438,139.39305114746094,663760
2007-01-02,145.52499389648438,148.75,144.25,147.4499969482422,141.66282653808594,500256
2007-01-03,148.1999969482422,157.4499969482422,148.1999969482422,154.0124969482422,147.96775817871094,5253976
2007-01-04,155.0,170.4499969482422,154.5749969482422,164.89999389648438,158.42794799804688,12037320
2007-01-05,165.375,175.4250030517578,164.6750030517578,171.9375,165.18923950195312,7486000
2007-01-08,175.02499389648438,183.72500610351562,171.25,180.89999389648438,173.80001831054688,7027964
2007-01-09,184.0,187.5,168.75,170.5749969482422,163.8802032470703,5143356
2007-01-10,169.5,172.2624969482422,164.625,169.8249969482422,163.15968322753906,2896344
2007-01-11,171.0,175.0,168.14999389648438,174.58749389648438,167.7352294921875,1971528
2007-01-12,175.0,175.0,167.8249969482422,169.22500610351562,162.58323669433594,959664
2007-01-15,170.6999969482422,171.75,168.02499389648438,169.02499389648438,162.3910675048828,736712
2007-01-16,170.0,180.5,168.3625030517578,173.96249389648438,167.13473510742188,2030196
2007-01-17,175.0,175.9250030517578,171.77499389648438,172.8000030517578,166.01785278320312,1118252
2007-01-18,174.25,179.9499969482422,173.0,174.125,167.29092407226562,1627500
2007-01-19,175.97500610351562,176.0,169.25,171.35000610351562,164.6248321533203,872140
2007-01-22,172.4875030517578,177.75,169.25,175.41250610351562,168.52784729003906,637564
2007-01-23,176.9250030517578,181.2375030517578,176.25,177.6374969482422,170.66549682617188,1315992
2007-01-24,179.22500610351562,183.5,177.125,181.8000030517578,174.66465759277344,1040752
2007-01-25,183.625,188.75,181.0625,183.3000030517578,176.10581970214844,1620632
2007-01-29,184.1750030517578,188.75,178.75,185.52499389648438,178.2434844970703,837080
2007-01-31,189.5,190.0,172.0,174.02499389648438,167.19482421875,734844
2007-02-01,176.0625,176.0625,170.5,171.03750610351562,164.32455444335938,395824
2007-02-02,173.0,184.75,171.5,182.7624969482422,175.5894012451172,1293668
2007-02-05,182.5,183.0,179.0,180.21249389648438,173.13946533203125,460244
2007-02-06,180.5,184.5,180.0,180.875,173.77597045898438,561084
2007-02-07,184.0,184.0,173.78750610351562,175.64999389648438,168.7559814453125,184376
2007-02-08,177.0,186.22500610351562,176.0749969482422,184.97500610351562,177.71505737304688,858868
2007-02-09,186.5,186.85000610351562,172.75,175.53750610351562,168.64797973632812,341720
2007-02-12,176.25,176.25,158.75,163.0749969482422,156.67459106445312,296880
2007-02-13,163.75,169.5,159.03750610351562,161.1875,154.861083984375,298252
2007-02-14,155.6999969482422,161.5,152.64999389648438,158.8125,152.57937622070312,164940
2007-02-15,161.10000610351562,167.0,161.10000610351562,163.875,157.44317626953125,327152
2007-02-19,170.0,170.0,163.5,166.0,159.4848175048828,190348
2007-02-20,165.25,167.25,162.5,163.3000030517578,156.89071655273438,254732
2007-02-21,164.6750030517578,168.7375030517578,163.77499389648438,165.2375030517578,158.75221252441406,141652
2007-02-22,167.5,168.4250030517578,159.02499389648438,160.66250610351562,154.3567657470703,405368
2007-02-23,161.25,164.5,149.0,152.3625030517578,146.382568359375,170744
2007-02-26,152.25,164.6999969482422,150.5,162.3249969482422,155.95404052734375,232240
2007-02-27,163.5,168.0,158.8000030517578,166.91250610351562,160.3614501953125,184804
2007-02-28,157.5,171.47500610351562,146.25,165.16250610351562,158.68017578125,317764
2007-03-01,165.0,170.0,162.5,167.41250610351562,160.8418426513672,252624
2007-03-02,166.25,170.5,162.25,164.3625030517578,157.9115447998047,217560
2007-03-05,163.25,168.22500610351562,158.5,161.22500610351562,154.8971710205078,447824
2007-03-06,164.5,167.0,156.0,161.1125030517578,154.78912353515625,391992
2007-03-07,164.1750030517578,166.7375030517578,157.5,159.5124969482422,153.25192260742188,574788
2007-03-08,160.0,162.25,151.25,155.33749389648438,149.2407684326172,329856
2007-03-09,158.0,162.47500610351562,156.5,159.0749969482422,152.83157348632812,111024
2007-03-12,160.0,163.75,158.75,162.8125,156.4224090576172,65144
2007-03-13,162.5,168.75,161.0,167.33749389648438,160.769775390625,85072
2007-03-14,162.77499389648438,163.75,152.5,162.8249969482422,156.43435668945312,26928
2007-03-15,166.75,188.75,161.25,168.25,161.64645385742188,1578676
2007-03-16,172.10000610351562,179.25,169.5,176.39999389648438,169.4765625,703316
2007-03-19,177.5,187.25,174.75,184.35000610351562,177.11460876464844,936520
2007-03-20,184.4875030517578,194.21249389648438,181.3249969482422,182.6125030517578,175.44528198242188,1353848
2007-03-21,183.75,186.5,172.77499389648438,174.0749969482422,167.2428741455078,739176
2007-03-22,177.5,179.14999389648438,173.02499389648438,173.9250030517578,167.09877014160156,315260
2007-03-23,175.0,177.9875030517578,169.5,171.4499969482422,164.72085571289062,301236
2007-03-26,172.5,174.25,169.5,171.6999969482422,164.96104431152344,435320
2007-03-28,171.1999969482422,172.0,165.25,168.8625030517578,162.23495483398438,204188
2007-03-29,168.0,171.25,168.0,170.1125030517578,163.43588256835938,97152
2007-03-30,170.75,176.25,168.0,169.3000030517578,162.65525817871094,267352
2007-04-02,167.5,175.0,167.5,169.33749389648438,162.6912841796875,292268
2007-04-03,169.33749389648438,172.25,166.5,169.8249969482422,163.15968322753906,171872
2007-04-04,171.9250030517578,173.25,167.66250610351562,169.0,162.36703491210938,81192
2007-04-05,168.375,169.83749389648438,166.6875,167.1125030517578,160.5536346435547,34676
2007-04-09,169.10000610351562,173.75,168.0,168.89999389648438,162.27099609375,217956
2007-04-10,169.9250030517578,177.5,169.125,171.41250610351562,164.68484497070312,476620
2007-04-11,172.4499969482422,183.0,171.25,180.9875030517578,173.88404846191406,845940
2007-04-12,179.75,184.66250610351562,177.02499389648438,182.375,175.2171173095703,284728
2007-04-13,182.9250030517578,193.0,177.5,188.97500610351562,181.55807495117188,1112208
2007-04-16,190.4250030517578,206.25,190.4250030517578,200.5,192.6307373046875,955176
2007-04-17,201.4250030517578,202.4499969482422,193.3125,194.8625030517578,187.21446228027344,256044
2007-04-18,196.71249389648438,196.71249389648438,190.75,192.03750610351562,184.5003662109375,218312
2007-04-19,188.2624969482422,190.75,185.0,186.6125030517578,179.28829956054688,73776
2007-04-20,189.6750030517578,194.0,182.5625,183.4375,176.23788452148438,210188
2007-04-23,186.4375,186.4375,178.85000610351562,179.83749389648438,172.77919006347656,95768
2007-04-24,179.9499969482422,187.47500610351562,177.5,184.1750030517578,176.94647216796875,213012
2007-04-25,183.75,183.75,179.25,179.91250610351562,172.8512420654297,80696
2007-04-26,185.5,186.0,179.75,183.46249389648438,176.26190185546875,285136
2007-04-27,182.5,183.75,178.8125,179.46249389648438,172.4188995361328,52156
2007-04-30,178.1750030517578,197.4250030517578,177.52499389648438,194.66250610351562,187.02235412597656,409076
2007-05-03,199.6999969482422,202.5,186.5,191.27499389648438,183.7677764892578,465924
2007-05-04,193.0,193.25,186.3874969482422,187.9375,180.5613250732422,130592
2007-05-07,189.75,193.5,186.25,187.66250610351562,180.29710388183594,62532
2007-05-08,187.75,220.0,187.75,206.10000610351562,198.01092529296875,4772308
2007-05-09,205.0500030517578,208.0749969482422,195.3000030517578,197.47500610351562,189.7244110107422,1441016
2007-05-10,199.0,210.97500610351562,198.8125,203.6374969482422,195.64505004882812,2268980
2007-05-11,200.0,205.75,191.25,201.1875,193.29119873046875,733424
2007-05-14,206.25,206.25,200.5,202.1750030517578,194.23997497558594,328984
2007-05-15,203.0,203.25,198.7624969482422,199.96249389648438,192.11431884765625,195276
2007-05-16,201.25,204.6999969482422,200.0,200.625,192.75082397460938,132592
2007-05-17,202.5,209.0749969482422,200.0,201.02499389648438,193.13510131835938,433488
2007-05-18,195.125,204.75,195.125,200.21249389648438,192.3545379638672,144892
2007-05-21,203.0,205.0,200.08749389648438,201.3625030517578,193.45938110351562,85864
2007-05-22,202.5,207.0,200.0,202.46249389648438,194.5161590576172,183480
2007-05-23,203.75,205.75,194.03750610351562,197.8125,190.04869079589844,192864
2007-05-24,198.5,203.75,197.5,200.3874969482422,192.5226287841797,217540
2007-05-25,195.7624969482422,204.0,195.7624969482422,199.6374969482422,191.8020477294922,135284
2007-05-28,202.5,205.7375030517578,197.5,197.89999389648438,190.13278198242188,82028
2007-05-29,200.0,207.5,197.0,206.14999389648438,198.0589599609375,547784
2007-05-30,205.0,208.85000610351562,200.0,201.0124969482422,193.12306213378906,444328
2007-05-31,203.75,205.72500610351562,201.2624969482422,202.46249389648438,194.5161590576172,102764
2007-06-01,205.0,207.0,203.03750610351562,206.08749389648438,197.99891662597656,179592
2007-06-04,207.2375030517578,218.75,204.5,215.5500030517578,207.09007263183594,1206772
2007-06-05,214.5,221.0,208.0500030517578,210.21249389648438,201.96200561523438,1109580
2007-06-06,212.0,212.0124969482422,203.7624969482422,205.28750610351562,197.23031616210938,208460
2007-06-07,203.75,208.375,202.0,202.77499389648438,194.81642150878906,458340
2007-06-08,207.5,207.5,199.0,202.625,194.6722869873047,270340
2007-06-11,204.72500610351562,206.5,202.6374969482422,203.60000610351562,195.60903930664062,37124
2007-06-12,204.0,204.0,194.5,201.64999389648438,193.73556518554688,110892
2007-06-13,202.75,202.75,197.5,198.6125030517578,190.81729125976562,31084
2007-06-14,201.75,204.5,199.0,200.03750610351562,192.1863555908203,39768
2007-06-15,202.47500610351562,207.5,200.5,204.1125030517578,196.1014862060547,221172
2007-06-18,204.0,206.21249389648438,195.0625,196.22500610351562,188.52354431152344,92588
2007-06-19,196.22500610351562,198.5,168.875,194.3000030517578,186.67405700683594,117540
